0,0.0,2,1,2,0,0,3,1,1,1,3,36000.0,1,2,0,1,0,0,0,750,0,0,0,0,0,0,36000.0,2850,0,6,0,0,0,272,0,0,3,59,0,2018,0,1,0,1
1,500.0,3,1,1,1,1,2,0,1,0,21,39000.0,8,2,0,0,1,0,0,750,0,1,2,0,0,0,38500.0,3000,0,1,0,0,1,18,1,0,1,28,0,2020,0,5,0,0
0,0.0,1,1,3,1,0,3,1,0,0,10,13500.0,1,0,0,0,0,0,0,750,1,0,0,1,0,0,13500.0,2650,0,9,0,0,0,40,0,0,1,49,0,2019,1,3,0,0
1,9500.0,3,1,1,1,1,1,0,1,0,11,33000.0,6,2,1,0,0,0,0,750,0,0,1,0,0,0,23500.0,3000,0,15,0,0,0,18,1,0,4,27,0,2013,0,5,1,0
0,0.0,1,0,0,1,0,1,0,0,0,21,7500.0,5,0,0,0,0,0,0,750,0,1,0,0,1,0,7500.0,2600,0,18,1,0,0,60,0,0,3,52,1,2014,1,1,0,0
0,0.0,2,1,1,1,0,6,1,1,0,22,10500.0,12,0,1,0,0,0,0,750,0,0,0,0,0,0,10500.0,3000,0,18,0,0,0,77,0,0,1,48,0,2012,1,1,0,0
1,3500.0,3,1,0,0,3,3,1,1,0,23,38500.0,5,2,0,1,0,0,0,750,0,1,1,0,0,0,35000.0,3000,0,10,0,0,0,103,1,0,3,26,0,2019,0,1,0,0
1,6500.0,2,1,1,1,1,2,0,1,0,4,28500.0,9,1,0,0,0,0,0,750,1,0,2,0,0,0,22000.0,2650,0,10,0,0,0,126,1,0,4,72,0,2020,0,1,1,0
1,25000.0,3,1,1,1,1,2,0,0,0,11,39500.0,9,1,0,0,1,0,0,750,0,0,0,1,0,1,14500.0,2650,0,16,0,0,0,138,1,0,3,42,0,2013,0,1,0,0
1,0.0,4,1,0,1,0,3,1,1,0,7,14500.0,3,0,0,0,0,0,0,750,0,1,4,0,0,0,14500.0,2650,0,19,0,0,0,17,1,0,3,34,0,2018,0,2,0,0
1,0.0,1,0,0,0,0,4,0,0,0,29,14500.0,3,0,0,1,0,0,0,750,0,1,0,0,1,0,14500.0,3000,0,22,1,0,0,24,0,0,0,25,1,2019,0,2,0,0
1,0.0,1,0,0,1,0,0,0,0,0,18,15500.0,3,1,0,0,0,0,1,750,1,0,0,0,1,0,15500.0,3000,0,18,1,0,0,181,0,0,3,39,0,2018,0,1,0,0
1,0.0,1,0,1,1,0,1,0,0,0,12,13000.0,11,1,0,0,0,0,1,750,0,0,0,0,1,0,13000.0,3000,0,15,1,0,0,35,0,0,3,24,0,2013,0,2,0,1
0,0.0,2,1,2,0,0,3,1,1,0,4,11500.0,4,0,0,1,0,0,0,750,0,1,0,0,0,0,11500.0,2750,0,18,0,0,0,48,0,0,3,34,0,2019,1,1,0,0
1,11000.0,3,1,2,0,3,6,0,1,0,22,51500.0,12,2,0,1,1,0,0,750,0,0,3,0,0,0,40500.0,3000,0,18,0,0,0,60,1,0,2,27,0,2018,0,1,0,1
0,0.0,1,1,3,1,0,1,0,1,1,29,31000.0,10,2,0,0,0,0,0,750,0,1,0,0,0,0,31000.0,3000,0,13,0,0,0,176,0,0,4,44,0,2019,0,1,1,0
1,0.0,1,0,3,1,0,6,0,0,0,6,9500.0,1,0,1,0,0,0,0,750,0,0,0,0,1,0,9500.0,3000,0,13,1,0,0,199,0,0,4,52,1,2020,0,1,0,0
0,0.0,2,1,1,0,0,6,1,0,0,26,5000.0,5,0,1,1,0,0,0,750,0,0,2,0,0,0,5000.0,3000,0,20,0,1,1,129,0,0,1,50,0,2013,1,1,0,0
1,0.0,2,1,3,1,0,5,0,1,0,23,15500.0,11,1,0,0,1,0,0,750,0,1,0,0,0,0,15500.0,3000,0,5,0,0,0,67,0,0,1,36,0,2017,0,1,0,0
1,19000.0,3,1,1,1,1,4,0,1,0,18,64500.0,10,2,0,0,1,0,0,750,0,1,2,0,0,0,45500.0,2700,0,17,0,0,0,144,1,0,4,75,0,2019,0,1,0,0
0,0.0,1,1,1,1,0,5,1,1,0,20,39000.0,7,2,0,0,0,0,0,750,0,1,0,0,0,0,39000.0,3000,0,6,0,0,0,13,0,1,2,30,0,2019,0,1,0,0
0,6000.0,2,1,1,0,4,5,0,1,1,24,27500.0,8,2,0,1,1,0,0,750,0,1,1,0,0,0,21500.0,2800,0,6,0,0,0,29,0,0,3,33,0,2013,0,2,0,0
0,0.0,2,1,1,0,0,2,0,0,0,18,16500.0,12,0,0,1,0,0,0,750,1,0,2,1,0,0,16500.0,2800,0,5,0,0,0,15,0,0,4,44,0,2018,1,1,1,0
1,19500.0,3,1,3,1,1,4,0,1,0,8,50500.0,2,2,0,0,1,0,0,750,0,1,2,0,0,0,31000.0,3000,0,16,0,0,0,138,1,0,3,46,0,2017,0,1,0,0
1,0.0,3,1,1,1,0,0,1,1,0,4,8500.0,3,1,0,0,0,0,0,750,0,1,3,0,0,0,8500.0,2800,0,11,0,0,0,4,1,0,4,42,0,2019,0,3,0,0
1,15000.0,3,1,0,1,1,1,0,0,0,19,26500.0,3,1,0,0,1,0,0,750,0,1,3,1,0,0,11500.0,2650,0,9,0,0,0,253,1,0,3,66,0,2018,0,1,0,0
1,4000.0,4,1,0,1,2,4,0,1,0,8,31500.0,2,2,0,0,0,0,0,750,0,1,1,0,0,0,27500.0,2900,0,8,0,0,0,82,1,0,4,60,0,2018,0,1,1,0
0,0.0,2,1,1,1,0,2,1,1,0,6,15000.0,11,0,0,0,0,0,0,750,0,0,0,0,0,1,15000.0,2650,0,8,0,0,0,5,0,0,3,42,0,2020,1,2,0,0
0,0.0,2,1,3,1,0,0,0,1,0,4,16000.0,3,1,0,0,1,0,0,750,0,1,0,0,0,0,16000.0,3000,0,13,0,0,0,27,0,1,3,24,0,2019,0,3,0,0
1,0.0,1,0,2,0,0,1,0,0,0,5,24000.0,2,1,0,1,0,0,0,750,0,1,0,0,1,0,24000.0,3000,0,7,1,0,0,23,0,0,1,62,1,2016,0,3,0,0
0,0.0,2,1,3,1,0,2,1,1,0,21,9000.0,8,0,0,0,0,0,0,750,0,1,0,0,0,0,9000.0,2600,0,7,0,0,0,218,0,0,1,65,0,2017,1,1,0,0
1,0.0,2,1,1,0,0,0,1,1,0,28,19500.0,10,1,0,1,0,0,0,750,0,0,1,0,0,0,19500.0,3000,0,9,0,0,0,97,1,0,3,27,0,2015,0,1,0,1
1,0.0,2,1,1,0,0,2,0,0,0,4,17000.0,9,1,0,1,1,0,0,750,1,0,0,1,0,0,17000.0,3000,0,14,0,0,0,62,0,0,3,30,0,2017,0,1,0,0
1,25000.0,3,1,1,0,1,0,0,1,0,9,44500.0,12,1,0,1,0,0,0,750,0,0,0,0,0,0,19500.0,3000,0,9,0,0,0,149,1,0,3,58,0,2018,0,1,1,1
1,8500.0,3,1,1,0,1,5,0,1,0,20,39500.0,7,2,0,1,1,0,0,750,0,0,1,0,0,0,31000.0,2600,0,17,0,0,0,97,1,0,1,33,0,2016,0,1,0,1
1,25000.0,3,1,1,1,1,1,0,1,0,14,63000.0,5,2,0,0,1,1,0,750,0,0,2,0,0,0,38000.0,3000,0,17,0,0,0,192,1,0,1,53,0,2019,0,1,0,0
0,25000.0,2,1,1,1,1,2,0,1,0,19,38500.0,6,0,0,0,0,0,0,750,0,0,2,0,0,1,13500.0,3000,0,12,0,0,0,117,0,0,4,51,0,2018,1,1,1,0
0,0.0,1,1,2,1,0,1,1,1,0,11,12500.0,6,0,1,0,0,0,0,750,0,0,0,0,0,0,12500.0,3000,0,9,0,0,0,86,0,0,2,68,0,2018,1,1,0,0
1,0.0,1,0,2,0,0,2,0,0,0,16,12000.0,10,0,0,1,0,0,0,750,0,1,0,0,1,0,12000.0,3000,0,7,1,0,0,159,1,0,3,41,1,2017,0,1,0,0
1,0.0,3,1,1,1,0,4,1,1,0,8,18500.0,2,1,1,0,0,0,0,750,0,0,0,0,0,0,18500.0,3000,0,1,0,0,0,33,1,0,1,41,0,2017,0,3,0,0
1,6500.0,3,1,1,1,4,4,0,1,0,16,39000.0,8,2,0,0,1,0,0,750,1,0,2,0,0,0,32500.0,3000,0,20,0,0,0,118,1,0,2,48,0,2016,0,1,0,0
0,0.0,2,1,1,1,0,3,0,0,0,4,9500.0,4,0,0,0,0,0,0,750,1,0,0,1,0,0,9500.0,3000,0,5,0,0,0,33,0,0,1,53,0,2017,1,1,1,0
1,0.0,2,1,1,1,0,6,1,0,0,6,8500.0,10,1,0,0,0,0,0,750,1,0,0,0,0,0,8500.0,3000,1,17,0,0,0,311,1,0,3,69,0,2016,0,1,0,0
1,1000.0,3,1,2,1,1,5,1,0,0,23,25000.0,3,2,0,0,0,1,0,750,0,0,1,0,0,0,24000.0,3000,0,12,0,1,0,142,1,0,3,58,0,2011,0,1,0,0
1,1500.0,2,1,2,1,3,5,0,1,0,19,18500.0,1,1,0,0,1,0,0,750,0,1,1,0,0,0,17000.0,3000,0,9,0,0,0,37,1,0,3,32,0,2020,0,1,0,0
0,0.0,1,1,1,0,0,4,0,1,0,11,3500.0,1,0,0,1,1,0,0,750,0,1,0,0,0,0,3500.0,3000,0,2,0,0,0,39,0,0,4,46,0,2014,1,2,0,0
1,5500.0,2,1,1,0,1,4,1,1,0,1,29500.0,2,1,0,1,0,0,0,750,0,1,1,0,0,0,24000.0,3000,0,16,0,0,0,171,0,0,3,53,0,2020,0,1,0,0
1,0.0,1,0,0,1,0,3,0,0,0,10,12000.0,10,0,0,0,0,0,0,750,0,1,0,0,1,0,12000.0,3000,0,16,1,0,0,22,0,0,3,42,1,2012,0,1,0,0
0,0.0,1,1,2,0,0,3,0,1,0,21,15000.0,3,0,0,1,0,0,0,750,0,1,0,0,0,0,15000.0,2950,0,16,0,0,0,108,0,0,3,55,0,2019,1,1,1,0
0,0.0,2,1,1,1,0,6,1,1,0,25,10000.0,8,0,0,0,0,1,0,750,0,0,0,0,0,0,10000.0,2850,0,18,0,0,0,103,0,0,1,55,0,2016,1,1,0,0
1,0.0,3,1,0,0,0,0,0,0,0,13,24500.0,5,1,0,1,1,0,0,750,0,1,2,0,0,0,24500.0,3000,0,9,0,1,1,1,1,0,4,25,0,2016,0,2,0,0
1,25000.0,2,1,1,1,1,1,1,1,0,23,44000.0,4,1,0,0,0,0,0,750,1,0,0,0,0,0,19000.0,3000,0,10,0,0,0,130,1,0,3,69,0,2015,0,1,0,0
1,0.0,1,0,0,0,0,4,0,0,0,19,10000.0,4,0,0,1,0,0,0,750,0,1,0,0,1,0,10000.0,3000,0,7,1,0,0,51,0,0,4,39,1,2015,0,1,0,0
0,0.0,1,1,1,1,0,3,0,1,0,31,11500.0,10,0,0,0,1,0,0,750,0,1,0,0,0,0,11500.0,3000,0,7,0,0,0,134,0,0,1,29,0,2015,1,1,0,0
0,0.0,2,1,2,1,0,1,0,0,1,29,15500.0,10,2,0,0,1,0,0,750,0,1,1,0,0,0,15500.0,3000,0,12,0,1,0,140,0,0,0,48,0,2007,0,1,0,0
0,0.0,2,1,1,1,0,3,0,1,0,2,12000.0,5,0,0,0,1,0,0,750,0,1,2,0,0,0,12000.0,3000,0,9,0,0,0,113,0,0,0,49,0,2019,1,1,0,0
1,0.0,1,0,2,1,0,1,0,0,0,4,5500.0,6,0,0,0,0,0,0,750,0,0,0,0,1,0,5500.0,3000,0,20,1,0,0,169,0,0,2,34,1,2016,0,1,0,1
1,23500.0,3,1,2,1,1,4,0,0,0,15,31500.0,11,1,0,0,1,0,0,750,0,1,1,0,0,0,8000.0,3000,1,4,0,0,0,87,1,0,4,58,0,2013,0,1,0,0
1,0.0,3,1,0,1,0,5,1,1,0,29,11000.0,6,0,0,0,0,0,0,750,0,1,0,0,0,0,11000.0,3000,0,14,0,0,0,35,1,0,3,21,0,2018,0,3,0,0
0,0.0,1,1,1,1,0,2,0,1,0,3,3000.0,4,0,0,0,1,0,0,750,1,0,0,0,0,0,3000.0,3000,0,4,0,0,0,128,0,0,3,47,0,2012,1,1,0,0
1,0.0,3,1,1,0,0,3,0,1,0,31,19500.0,1,0,0,1,1,1,0,750,0,0,0,0,0,0,19500.0,2750,0,16,0,0,0,65,1,0,0,27,0,2020,0,1,0,0
0,0.0,2,1,1,1,0,3,0,0,0,24,6500.0,10,0,0,0,0,0,0,750,0,0,2,1,0,0,6500.0,2700,0,19,0,0,0,75,0,0,4,49,0,2013,1,1,1,1
0,0.0,2,1,2,1,0,5,0,1,0,30,12000.0,3,0,0,0,1,1,0,750,0,0,2,0,0,0,12000.0,3000,0,6,0,0,0,34,0,0,1,39,0,2019,1,3,0,0
1,15000.0,3,1,0,1,1,3,0,1,0,14,26500.0,2,2,0,0,1,0,0,750,0,1,1,0,0,0,11500.0,2650,0,5,0,0,0,99,1,0,1,61,0,2007,0,1,0,0
0,0.0,1,1,0,1,0,1,0,1,0,1,13000.0,10,0,0,0,1,0,0,750,0,1,0,0,0,0,13000.0,3000,0,0,0,0,1,132,0,0,4,57,0,2017,1,1,0,0
0,0.0,2,1,1,1,0,2,1,1,0,24,4500.0,4,0,0,0,0,0,0,750,0,0,3,0,0,1,4500.0,3000,0,9,0,0,0,145,0,0,1,48,0,2020,1,1,0,0
0,0.0,2,1,3,0,0,5,1,1,0,26,15500.0,1,0,0,1,0,0,0,750,0,1,0,0,0,0,15500.0,2900,0,11,0,0,0,71,0,0,4,51,0,2017,1,1,0,0
1,25000.0,3,1,1,1,1,1,1,1,0,20,63500.0,8,2,0,0,0,0,0,750,0,1,1,0,0,0,38500.0,2850,0,14,0,0,0,196,1,0,3,57,0,2016,0,1,0,0
0,0.0,2,1,1,1,0,6,1,1,0,1,13500.0,12,0,1,0,0,0,0,750,0,0,1,0,0,0,13500.0,2550,0,13,0,0,0,146,0,0,4,58,0,2017,1,1,0,0
0,2000.0,2,1,1,0,1,2,0,1,0,28,25500.0,8,2,0,1,0,0,0,750,0,0,0,0,0,0,23500.0,3000,0,9,0,0,0,72,0,1,4,54,0,2014,0,1,1,1
1,0.0,2,1,0,1,0,4,0,1,0,1,19500.0,11,1,0,0,0,0,0,750,0,1,2,0,0,0,19500.0,2800,0,19,0,0,0,48,1,0,3,30,0,2017,0,1,1,0
1,0.0,3,1,1,1,0,1,0,1,0,27,34500.0,8,2,0,0,0,0,0,750,0,0,1,0,0,1,34500.0,3000,0,12,0,0,0,21,1,0,4,30,0,2020,0,3,1,0
1,2000.0,3,1,1,1,1,6,0,1,0,3,19000.0,3,2,0,0,1,0,0,750,0,0,0,0,0,0,17000.0,2700,0,7,0,0,0,7,1,0,3,47,0,2008,0,1,0,1
1,0.0,2,1,1,1,0,3,1,1,0,28,13500.0,11,1,0,0,0,0,0,750,0,1,0,0,0,0,13500.0,3000,0,13,0,0,0,186,0,0,3,39,0,2017,0,1,0,0
1,0.0,1,0,0,0,0,2,0,0,0,15,23000.0,5,1,0,1,0,0,1,750,0,1,1,0,1,0,23000.0,2900,0,14,1,0,0,3,0,0,4,24,0,2018,0,4,0,0
1,8000.0,2,1,0,1,1,0,0,1,0,9,19500.0,9,1,0,0,1,0,0,750,0,1,0,0,0,0,11500.0,3000,0,10,0,0,0,203,1,0,3,65,0,2020,0,1,0,0
1,0.0,1,0,0,1,0,4,0,0,0,26,12000.0,7,0,0,0,0,0,0,750,0,1,0,0,1,0,12000.0,3000,0,20,1,0,0,106,0,0,3,37,1,2011,0,1,0,0
1,0.0,1,0,0,1,0,6,0,0,0,18,20500.0,8,1,0,0,0,0,1,750,1,0,0,0,1,0,20500.0,3000,0,11,1,0,0,139,0,0,4,58,0,2018,0,1,0,0
1,16500.0,2,1,2,1,1,3,1,1,0,21,54000.0,3,2,0,0,0,0,0,800,0,0,1,0,0,0,37500.0,3000,0,6,0,0,0,3,1,0,3,43,0,2018,0,1,0,1
1,0.0,3,1,3,1,0,1,1,0,0,8,29000.0,10,2,0,0,0,0,0,750,0,1,1,1,0,0,29000.0,3000,0,13,0,0,0,80,1,0,1,32,0,2016,0,1,0,0
1,0.0,1,1,0,1,0,1,0,1,0,22,24000.0,1,1,0,0,0,0,0,750,0,1,0,0,0,0,24000.0,3000,0,5,0,0,0,131,0,0,1,47,0,2019,0,1,1,0
1,4500.0,5,1,1,0,2,2,0,0,0,6,20000.0,11,1,0,1,1,0,0,750,0,1,5,1,0,0,15500.0,2900,0,11,0,0,0,19,1,0,4,36,0,2017,0,1,0,0
1,20000.0,2,1,1,1,1,6,1,1,0,7,40500.0,7,1,0,0,0,0,0,750,0,1,2,0,0,0,20500.0,3000,0,8,0,0,0,240,0,0,0,66,0,2020,0,1,0,0
1,0.0,2,1,2,1,0,3,0,1,0,24,15000.0,10,1,0,0,1,0,0,750,0,0,0,0,0,0,15000.0,3000,0,14,0,0,0,332,1,0,3,65,0,2019,0,1,0,1
1,12500.0,3,1,0,1,1,1,0,1,0,12,49500.0,11,2,0,0,0,0,0,750,0,1,1,0,0,0,37000.0,3000,0,13,0,0,0,188,1,0,1,60,0,2018,0,1,1,0
0,0.0,1,1,0,1,0,0,0,1,0,4,12500.0,2,0,0,0,0,0,0,750,1,0,0,0,0,0,12500.0,3000,0,19,0,0,0,166,0,0,1,68,0,2020,1,1,1,0
1,0.0,3,1,0,1,0,6,1,1,0,17,5500.0,2,0,0,0,0,0,0,750,0,1,0,0,0,0,5500.0,3000,0,6,0,0,0,176,1,0,3,47,0,2012,0,1,0,0
1,14000.0,2,1,1,1,4,4,1,0,0,18,33000.0,10,2,0,0,0,0,0,750,0,1,1,1,0,0,19000.0,3000,0,4,0,0,0,5,0,0,1,18,0,2011,0,3,0,0
0,20500.0,2,1,1,1,2,0,0,0,1,23,37500.0,9,2,1,0,0,0,0,750,0,0,0,1,0,0,17000.0,3000,0,6,0,0,1,92,0,0,2,37,0,2010,0,1,1,0
1,17500.0,3,1,2,0,1,6,0,0,0,7,35500.0,7,1,0,1,1,0,0,750,0,1,1,1,0,0,18000.0,3000,0,3,0,0,0,248,1,0,4,71,0,2019,0,1,0,0
0,0.0,2,1,0,1,0,4,1,1,0,15,11500.0,2,0,0,0,0,0,0,750,1,0,0,0,0,0,11500.0,2550,0,9,0,0,0,126,0,0,1,49,0,2015,1,1,0,0
1,0.0,2,1,2,1,0,2,0,1,0,3,14500.0,4,1,1,0,1,0,0,750,0,0,0,0,0,0,14500.0,3000,0,4,0,0,1,111,1,0,3,32,0,2016,0,1,0,0
1,15000.0,3,1,0,1,1,5,1,1,0,23,38000.0,3,2,0,0,0,0,0,750,0,1,5,0,0,0,23000.0,3000,0,15,0,0,0,98,1,0,3,49,0,2014,0,1,0,0
0,0.0,1,1,3,1,0,3,0,1,0,3,4500.0,10,0,1,0,1,0,0,750,0,0,0,0,0,0,4500.0,3000,0,23,0,0,0,95,0,0,3,64,0,2019,1,1,0,0
0,0.0,2,1,0,1,0,4,0,1,0,12,12500.0,4,0,0,0,1,0,0,750,0,1,0,0,0,0,12500.0,3000,0,14,0,0,0,34,0,0,3,46,0,2018,1,4,0,0
1,0.0,3,1,1,1,0,0,0,1,0,25,35000.0,3,2,0,0,0,0,0,750,1,0,2,0,0,0,35000.0,3000,0,7,0,0,0,83,1,0,1,33,0,2017,0,1,1,0
1,9000.0,4,1,0,0,2,2,1,1,0,31,22000.0,7,1,0,1,0,0,0,750,0,1,1,0,0,0,13000.0,3000,0,14,0,0,0,121,1,0,0,75,0,2017,0,1,0,0
1,0.0,4,1,0,1,0,4,1,1,0,15,20000.0,3,1,0,0,0,0,0,750,0,1,1,0,0,0,20000.0,3000,0,10,0,0,1,90,1,0,1,29,0,2014,0,1,0,0
0,0.0,2,1,1,1,0,1,1,1,0,27,16000.0,8,0,0,0,0,0,0,750,0,1,1,0,0,0,16000.0,3000,0,13,0,0,0,109,0,0,1,29,0,2016,1,1,0,0
0,0.0,2,1,0,1,0,3,0,1,0,7,14500.0,3,0,0,0,1,0,0,750,0,1,1,0,0,0,14500.0,3000,0,8,0,0,0,160,0,0,3,54,0,2015,1,1,0,0
1,0.0,1,0,1,1,0,4,0,0,0,13,9500.0,12,0,1,0,0,0,0,750,0,0,0,0,1,0,9500.0,3000,0,20,1,0,0,71,0,0,1,62,1,2014,0,1,0,0
1,0.0,1,0,0,1,0,2,0,0,0,24,8000.0,4,1,0,0,0,0,1,750,1,0,0,0,1,0,8000.0,3000,0,13,1,0,0,23,0,0,3,28,0,2014,0,2,0,0
1,0.0,3,1,2,0,0,6,0,1,0,20,17500.0,10,1,0,1,0,0,0,750,0,1,2,0,0,0,17500.0,3000,0,5,0,0,0,133,1,0,3,59,0,2018,0,1,1,0
1,0.0,1,0,1,1,0,4,0,0,0,4,15000.0,10,0,0,0,0,0,0,750,0,1,0,0,1,0,15000.0,3000,0,18,1,0,0,55,0,0,3,31,1,2015,0,1,0,0
1,0.0,3,1,3,1,0,0,1,1,0,8,16500.0,7,1,0,0,0,0,0,750,0,0,4,0,0,1,16500.0,2850,0,14,0,0,0,104,1,0,3,33,0,2013,0,1,0,0
